NAME,ROME,UTTERANCE,DIRECTED,COMMENT,,
NIC,Nicola  Sister,xxx .,,,,
CHI,Benjamin Target_Child,golliwog .,,,,
CHI,Benjamin Target_Child,golliwog .,,,,
CHI,Benjamin Target_Child,golliwog .,,,,
CHI,Benjamin Target_Child,on this paper .,,,,
CHI,Benjamin Target_Child,golliwog .,,,,
CHI,Benjamin Target_Child,it's golliwog .,,,,
CHI,Benjamin Target_Child,golliwog [//] (golli)wog [//] (golli)wog .,,,,
NIC,Nicola  Sister,I know .,,,,
NIC,Nicola  Sister,I know where the golliwog is .,,,,
NIC,Nicola  Sister,in that xxx .,,,,
MOT,Mother,no it isn't .,,,,
MOT,Mother,there's a xxx .,,,,
MOT,Mother,ha(h) (5.) .,,,,
NIC,Nicola  Sister,0 [=! sings] .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
CHI,Benjamin Target_Child,Nicola .,,,,
NIC,Nicola  Sister,what ?,,,,
CHI,Benjamin Target_Child,can I see (.) your xxx (2.) ?,,,,
NIC,Nicola  Sister,what ?,,,,
CHI,Benjamin Target_Child,can I see your +...,,,,
NIC,Nicola  Sister,beg your pardon ?,,,,
MOT,Mother,have you eaten all of yours ?,,,,
NIC,Nicola  Sister,xxx .,,,,
MOT,Mother,xxx the banana .,,,,
NIC,Nicola  Sister,no .,,,,
NIC,Nicola  Sister,I don't like it .,,,,
CHI,Benjamin Target_Child,I'll eat it then .,,,,
NIC,Nicola  Sister,go on then (8.) .,,,,
NIC,Nicola  Sister,&=laughs .,,,,
NIC,Nicola  Sister,<this is> [//] I only had one bite of it .,,,,
MOT,Mother,Benjamin's messy (1.) .,,,,
MOT,Mother,look .,,,,
MOT,Mother,he's got (.) bread on his nose . .,,,,
NIC,Nicola  Sister,&=laughs (2.) .,,,,
MOT,Mother,no .,,,,
MOT,Mother,on the side .,,,,
MOT,Mother,up there .,,,,
NIC,Nicola  Sister,&=laughs (2.) .,,,,
NIC,Nicola  Sister,oh I don't like it .,,,,
NIC,Nicola  Sister,it's funny too .,,,,
NIC,Nicola  Sister,xxx .,,,,
NIC,Nicola  Sister,xxx (4.) .,,,,
Location: Living room,,,,,,
Activities: Other non+play,,,,,,
MOT,Mother,did you hit yourself ?,,,,
CHI,Benjamin Target_Child,mhm (18.) .,,%com: Benjamin is crying because he doesn't want the harness on,,
NIC,Nicola  Sister,0 [=! noises] .,,,,
CHI,Benjamin Target_Child,xxx big (8.) .,,,,
MOT,Mother,nobody's taking any notice of you Benjamin (2.) .,,,,
MOT,Mother,you're wasting your effort my lad (6.) .,,,,
CHI,Benjamin Target_Child,&=cries .,,,,
NIC,Nicola  Sister,xxx mine ?,,,,
NIC,Nicola  Sister,xxx some cars in mine ?,,,,
MOT,Mother,don't take any notice of him Nicola .,,,,
MOT,Mother,let him carry on xxx .,,,,
MOT,Mother,he'll get over it in a minute .,,,,
MOT,Mother,he can't keep it up for ever (8.) .,,,,
CHI,Benjamin Target_Child,I'm sick .,,,,
CHI,Benjamin Target_Child,Mum .,,,,
CHI,Benjamin Target_Child,I'm sick .,,,,
MOT,Mother,no you're not (5.) .,,,,
CHI,Benjamin Target_Child,0 [=! crying] .,,,,
MOT,Mother,you're not .,,,,
MOT,Mother,you're just bad tempered .,,,,
CHI,Benjamin Target_Child,I'm sick .,,,,
MOT,Mother,you're not .,,,,
MOT,Mother,you're just bad tempered .,,,,
CHI,Benjamin Target_Child,I'm sick (1.) .,,,,
CHI,Benjamin Target_Child,I'm sick (1.) .,,,,
CHI,Benjamin Target_Child,I'm sick .,,,,
CHI,Benjamin Target_Child,I'm sick (2.) .,,,,
CHI,Benjamin Target_Child,I'm sick (2.) .,,,,
NIC,Nicola  Sister,0 [=! noises] .,,,,
CHI,Benjamin Target_Child,I'm sick .,,,,
Location: Living Room/Outside,,,,,,
Activities: Other non+play/Talk as the main activity,,,,,,
MOT,Mother,probably warmer outside in the sun .,,,,
MOT,Mother,come and see .,,,,
NIC,Nicola  Sister,xxx (6.) .,,,,
CHI,Benjamin Target_Child,I just want this (2.) .,,,,
MOT,Mother,xxx .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
MOT,Mother,xxx .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
MOT,Mother,no Benjamin .,,,,
MOT,Mother,I would like that [= microphone] round the back please .,,,,
MOT,Mother,not round the front .,,,,
CHI,Benjamin Target_Child,xxx (3.) .,,,,
CHI,Benjamin Target_Child,can you keep it tight (7.) ?,,,,
NIC,Nicola  Sister,xxx .,,,,
MOT,Mother,is it warm [= outside] Nicola ?,,,,
NIC,Nicola  Sister,no not very warm (3.) .,,,,
CHI,Benjamin Target_Child,I want this [= harness] off xxx (15.) .,,,,
CHI,Benjamin Target_Child,core (2.) .,,,,
CHI,Benjamin Target_Child,core (5.) .,,,,
CHI,Benjamin Target_Child,I want to go out .,,,,
MOT,Mother,just coming .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
NIC,Nicola  Sister,I can do .,,,,
CHI,Benjamin Target_Child,wet .,,,,
CHI,Benjamin Target_Child,bright and wet .,,,,
CHI,Benjamin Target_Child,bright (1.) and wet .,,,,
CHI,Benjamin Target_Child,bright (1.) and wet (2.) .,,,,
CHI,Benjamin Target_Child,bright (4.) .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
CHI,Benjamin Target_Child,Mum .,,,,
CHI,Benjamin Target_Child,I want do wee .,,,,
Location: Living room,,,,,,
Activities: Snack,,,,,,
Situation: Benjamin eating cake,,,,,,
CHI,Benjamin Target_Child,this .,,,,
MOT,Mother,xxx sticky cake (2.) ?,,,,
CHI,Benjamin Target_Child,anyway .,,,,
MOT,Mother,right .,,,,
CHI,Benjamin Target_Child,mhm .,,,,
MOT,Mother,nice ?,,,,
CHI,Benjamin Target_Child,mhm (6.) .,,,,
CHI,Benjamin Target_Child,nice now (10.) .,,,,
CHI,Benjamin Target_Child,mhm (32.) .,,,,
CHI,Benjamin Target_Child,there's coconut (3.) .,,,,
CHI,Benjamin Target_Child,what are these white bits ?,,,,
CHI,Benjamin Target_Child,coconut ?,,,,
CHI,Benjamin Target_Child,are these white bits coconut ?,,,,
NIC,Nicola  Sister,don't know (2.) .,,,,
CHI,Benjamin Target_Child,Mum .,,,,
CHI,Benjamin Target_Child,are these bits coconut ?,,,,
MOT,Mother,mhm .,,,,
NIC,Nicola  Sister,yes (7.) .,,,,
Location: Garden,,,,,,
Activities: Free play with another child,,,,,,
NIC,Nicola  Sister,that was fun wasn't it (7.) ?,,,,
CHI,Benjamin Target_Child,I'm up high (8.) .,,,,
CHI,Benjamin Target_Child,shoo shoo shoo .,,,,
CHI,Benjamin Target_Child,you come back again xxx .,,%com: these utterances don't sound like either Benjamin or Nicola ,,
CHI,Benjamin Target_Child,over there .,,,,
CHI,Benjamin Target_Child,I'm going to pull him xxx the xxx (18.) .,,,,
CHI,Benjamin Target_Child,I'm not scared .,,,,
CHI,Benjamin Target_Child,xxx make it go .,,,,
CHI,Benjamin Target_Child,see what I can do (2.) .,,,,
CHI,Benjamin Target_Child,xxx will you hold it while I can do .,,,,
CHI,Benjamin Target_Child,hold it .,,,,
CHI,Benjamin Target_Child,I'm doing something .,,,,
CHI,Benjamin Target_Child,don't get on though .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
CHI,Benjamin Target_Child,get xxx .,,,,
CHI,Benjamin Target_Child,put your feet up (3.) .,,,,
NIC,Nicola  Sister,xxx [>] over ?,,,,
CHI,Benjamin Target_Child,yep [<] .,,,,
CHI,Benjamin Target_Child,I can get over gates .,,,,
CHI,Benjamin Target_Child,but not down .,,,,
CHI,Benjamin Target_Child,just fall (3.) .,,%com: noise of traffic,,
CHI,Benjamin Target_Child,not like Mummy .,,,,
CHI,Benjamin Target_Child,(be)cause mummie xxx fall .,,,,
CHI,Benjamin Target_Child,xxx (8.) .,,,,
CHI,Benjamin Target_Child,got that right in my mouth .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
Location: Living room/Garden,,,,,,
Activities: Unknown,,,,,,
MOT,Mother,I'm (1.) tired (30.) .,,%com: Benjamin and Nicola go outside,,
NIC,Nicola  Sister,I clean xxx .,,%com: noise of traffic,,
MOT,Mother,xxx .,,,,
NIC,Nicola  Sister,0 [=! cries] .,,,,
CHI,Benjamin Target_Child,0 .,,,,
NIC,Nicola  Sister,Mum (40.) .,,%com: Nicola talking in background . Not known what Benjamin is doing,,
Location: Front garden,,,,,,
Activities: Free play with other children/Talk as the main activity,,,,,,
LOR,Lorraine Playmate,xxx.,,,,
NIC,Nicola  Sister,xxx .,,,,
CHI,Benjamin Target_Child,see [>] .,,,,
NIC,Nicola  Sister,come [<] .,,,,
CHI,Benjamin Target_Child,no .,,,,
CHI,Benjamin Target_Child,it's dead .,,,,
ADU,Adult,xxx,,%com: calls Lorraine,,
LOR,Lorraine Playmate,what .,,,,
CHI,Benjamin Target_Child,dinner .,,,,
LOR,Lorraine Playmate, see you after dinner .,,,,
CHI,Benjamin Target_Child,alright ?,,,,
NIC,Nicola  Sister,alright (22.) .,,,,
CHI,Benjamin Target_Child,it's [= harness] wobbling (13.) .,,,,
CHI,Benjamin Target_Child,it's wobbling (3.) .,,,,
CHI,Benjamin Target_Child,it's all (4.) .,,,,
CHI,Benjamin Target_Child,look xxx it wobbles (5.) .,,,,
CHI,Benjamin Target_Child,oh I squashed a caterpillar .,,,,
MOT,Mother,did you ?,,,,
CHI,Benjamin Target_Child,squashed it (4.) .,,,,
CHI,Benjamin Target_Child,Lorraine picked up .,,,,
CHI,Benjamin Target_Child,and it did green poos all over her .,,,,
CHI,Benjamin Target_Child,did do poos (2.) .,,,,
CHI,Benjamin Target_Child,green poos (1.) .,,,,
CHI,Benjamin Target_Child,got .,,,,
CHI,Benjamin Target_Child,had blood on it .,,,,
CHI,Benjamin Target_Child,xxx (4.) .,,,,
CHI,Benjamin Target_Child,where I squashed it .,,,,
MOT,Mother,mhm .,,,,
CHI,Benjamin Target_Child,I squash them don't I ?,,,,
CHI,Benjamin Target_Child,I'm a naughty boy .,,,,
Location: Living room/Outside?,,,,,,
Activities: Other non+play,,,,,,
Situation: Benjamin still fighting against having harness on,,,,,,
CHI,Benjamin Target_Child,no (4.) .,,,,
CHI,Benjamin Target_Child,no .,,,,
CHI,Benjamin Target_Child,no (10.) .,,,,
CHI,Benjamin Target_Child,xxx (3.) .,,,,
NIC,Nicola  Sister,xxx .,,,,
CHI,Benjamin Target_Child,mummie's gone away .,,,,
NIC,Nicola  Sister,xxx (5.) .,,,,
NIC,Nicola  Sister,xxx .,,,,
CHI,Benjamin Target_Child,0 [=! crying] .,,,,
MOT,Mother,what's the matter Benjamin ?,,,,
CHI,Benjamin Target_Child,xxx see you .,,,,
NIC,Nicola  Sister,xxx can .,,,,
CHI,Benjamin Target_Child,Mummie .,,,,
MOT,Mother,what's the matter ?,,,,
CHI,Benjamin Target_Child,don't want it .,,,,
MOT,Mother,have you eaten your pie ?,,,,
CHI,Benjamin Target_Child,<xxx go away> [>] .,,,,
NIC,Nicola  Sister,xxx [<] don't like the pastry .,,,,
CHI,Benjamin Target_Child,0 [=! crying] .,,,,
MOT,Mother,xxx isn't it Ben (3.) ?,,%com: Nicola in background,,
MOT,Mother,xxx .,,,,
CHI,Benjamin Target_Child,no .,,,,
CHI,Benjamin Target_Child,don't go in .,,,,
MOT,Mother,I'm gardening .,,,,
CHI,Benjamin Target_Child,where ?,,,,
MOT,Mother,out here .,,,,
CHI,Benjamin Target_Child,where Mum ?,,,,
MOT,Mother,here (3.) .,,,,
CHI,Benjamin Target_Child,your hands ?,,,,
Location: Garden/Kitchen,,,,,,
Activities: Helping,,,,,,
NIC,Nicola  Sister,xxx .,,,,
MOT,Mother,what ?,,,,
NIC,Nicola  Sister,xxx .,,,,
NIC,Nicola  Sister,xxx .,,,,
MOT,Mother,bring them in (3.) .,,,,
NIC,Nicola  Sister,expect she doesn't like them .,,,,
NIC,Nicola  Sister,what I picked .,,,,
CHI,Benjamin Target_Child,xxx don't you like them .,,,,
CHI,Benjamin Target_Child,what I picked ?,,,,
CHI,Benjamin Target_Child,don't you [>] ?,,,,
MOT,Mother,bring [<] them in (4.) .,,,,
NIC,Nicola  Sister,I'm going to xxx (10.) .,,,,
CHI,Benjamin Target_Child,o:h ow .,,,,
MOT,Mother,Nicola (3.) .,,,,
NIC,Nicola  Sister,xxx .,,,,
MOT,Mother,oh dear me .,,,,
MOT,Mother,you're not fast enough to catch a worm .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
NIC,Nicola  Sister,you're not .,,,,
CHI,Benjamin Target_Child,xxx a worm .,,,,
MOT,Mother,is she (3.) ?,,,,
CHI,Benjamin Target_Child,oh .,,,,
CHI,Benjamin Target_Child,my little jug .,,,,
MOT,Mother,xxx .,,,,
NIC,Nicola  Sister,it's mine .,,,,
NIC,Nicola  Sister,that's (.) mine isn't it ?,,,,
MOT,Mother,it's mine actually (4.) .,,,,
NIC,Nicola  Sister,but Mummy you gave it to me didn't you ?,,,,
MOT,Mother,no .,,,,
MOT,Mother,I'm lending it to you (3.) . .,,,,
CHI,Benjamin Target_Child,like this .,,,,
CHI,Benjamin Target_Child,I like it .,,,,
CHI,Benjamin Target_Child,like this Mummy .,,,,
NIC,Nicola  Sister,like my bacon crisps xxx .,,,,
CHI,Benjamin Target_Child,oh Mummy (3.) .,,,,
CHI,Benjamin Target_Child,I like this little jug (2.) .,,,,
CHI,Benjamin Target_Child,I like that little jug (1.) .,,,,
NIC,Nicola  Sister,I [/] I can pull xxx [>] .,,,,
CHI,Benjamin Target_Child,and that nice little [<] jug alright ?,,,,
CHI,Benjamin Target_Child,put .,,,,
CHI,Benjamin Target_Child,purple in .,,,,
NIC,Nicola  Sister,no .,,,,
NIC,Nicola  Sister,I don't like that one .,,,,
Location: Living room,,,,,,
Activities: Other non+play,,,,,,
CHI,Benjamin Target_Child,Mummie .,,%com: Benjamin is making fuss again about wearing the harness ,,
CHI,Benjamin Target_Child,xxx .,,,,
CHI,Benjamin Target_Child,Mummie .,,,,
CHI,Benjamin Target_Child,me cut my head .,,,,
MOT,Mother,xxx .,,,,
CHI,Benjamin Target_Child,I've cut my head .,,,,
MOT,Mother,serves you right (2.) .,,,,
CHI,Benjamin Target_Child,I've cut my head open .,,,,
MOT,Mother,no sympathy Benjamin .,,,,
CHI,Benjamin Target_Child,xxx head open .,,,,
MOT,Mother,no you didn't (1.) .,,,,
CHI,Benjamin Target_Child,I did (8.) .,,,,
CHI,Benjamin Target_Child,Mummie .,,,,
CHI,Benjamin Target_Child,Mummie .,,,,
MOT,Mother,xxx fault isn't it ?,,%com: beginning to get cross with Benjamin,,
MOT,Mother,now you pipe down .,,,,
CHI,Benjamin Target_Child,<Mummie > [>] .,,,,
MOT,Mother,xxx [<] .,,%com: much of Mother's speech is drowned out by Benjamin's crying,,
MOT,Mother,you haven't cut your head at all xxx [>] .,,,,
CHI,Benjamin Target_Child,0 [=! crying] [<] .,,,,
MOT,Mother,xxx [>] (9.) .,,,,
CHI,Benjamin Target_Child,0 [=! crying] [<] .,,,,
CHI,Benjamin Target_Child,xxx (4.) .,,,,
CHI,Benjamin Target_Child,xxx (3.) .,,,,
CHI,Benjamin Target_Child,I don't like xxx (4.) .,,,,
MOT,Mother,xxx again in a minute .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
MOT,Mother,xxx .,,,,
Location: Living room,,,,,,
Activities: Talk as the main activity,,,,,,
MOT,Mother,xxx .,,,,
MOT,Mother,xxx .,,%com: in this sample the speech is very faint or indistinct as though Benjamin has not got harness on,,
CHI,Benjamin Target_Child,oh xxx that big roof .,,,,
CHI,Benjamin Target_Child,xxx motor car then poo .,,,,
MOT,Mother,xxx .,,,,
CHI,Benjamin Target_Child,and there's poos in there .,,,,
MOT,Mother,Benjamin .,,,,
CHI,Benjamin Target_Child,and poos in there .,,,,
CHI,Benjamin Target_Child,and poos in there .,,,,
MOT,Mother,Benjamin .,,,,
MOT,Mother,you are going to get a smack ,,,,
CHI,Benjamin Target_Child,<xxx got poo in her books> [<] .,,,,
MOT,Mother,Winnie_the_pooh the bear ?,,,,
CHI,Benjamin Target_Child,Winnie_the_pooh the bear (8.) .,,,,
NIC,Nicola  Sister,Winnie_the_pooh the bear .,,,,
NIC,Nicola  Sister,xxx <the Pooh> [>] .,,,,
CHI,Benjamin Target_Child,<Winnie_the_pooh> [<] (3.) .,,,,
NIC,Nicola  Sister,xxx Pooh (3.) .,,,,
MOT,Mother,Winnie_the_pooh .,,%com: corrects them,,
NIC,Nicola  Sister,Winnie_the_pooh (1.) .,,,,
NIC,Nicola  Sister,Winnie_the_pooh xxx a shoe .,,%com: making a rhyme,,
NIC,Nicola  Sister,winnie Pooh xxx too (2.) .,,,,
NIC,Nicola  Sister,what are those sort of animals called (2.) ?,,,,
NIC,Nicola  Sister,bears ?,,,,
MOT,Mother,mhm .,,,,
NIC,Nicola  Sister,xxx [>] .,,,,
MOT,Mother,<oh dear> [<] .,,,,
CHI,Benjamin Target_Child,Mum xxx .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
MOT,Mother,have you been upstairs ?,,,,
CHI,Benjamin Target_Child,no .,,,,
Location: Kitchen,,,,,,
Activities: Other non+play,,,,,,
CHI,Benjamin Target_Child,yyy .,,,,
CHI,Benjamin Target_Child,no like it .,,,,
MOT,Mother,listen .,,,,
MOT,Mother,if you cry you'll make your hands all filthy again .,,,,
CHI,Benjamin Target_Child,0 [=! crying and moans] .,,,,
MOT,Mother,xxx your face all filthy (4.) .,,,,
NIC,Nicola  Sister,get me down .,,,,
MOT,Mother,who's xxx ?,,,,
NIC,Nicola  Sister,watch you cook dinner .,,,,
MOT,Mother,in a minute .,,,,
MOT,Mother,in a minute .,,,,
MOT,Mother,I'm not going to do it just yet am I Benjamin (2.) ?,,,,
NIC,Nicola  Sister,and what else are we going to get for dinner ?,,,,
MOT,Mother,nothing .,,,,
NIC,Nicola  Sister,not nothing xxx .,,,,
MOT,Mother,here we got (.) tomatoes .,,,,
NIC,Nicola  Sister,tomatoes .,,,,
MOT,Mother,tomatoes (2.) .,,,,
MOT,Mother,one (1.) two (4.) .,,,,
MOT,Mother,I didn't want that green bit in it (2.) .,,,,
MOT,Mother,five (1.) six (1.) seven (1.) eight (5.) .,,,,
MOT,Mother,xxx .,,,,
NIC,Nicola  Sister,xxx those green bits xxx .,,,,
MOT,Mother,nine (1.) ten .,,,,
MOT,Mother,eleven (1.) twelve .,,,,
CHI,Benjamin Target_Child,poo+poo in there .,,,,
CHI,Benjamin Target_Child,poo poos .,,,,
NIC,Nicola  Sister,Benjamin said poo+poo .,,,,
MOT,Mother,Benjamin .,,,,
CHI,Benjamin Target_Child,poo+poos (2.) .,,,,
MOT,Mother,Benjamin .,,,,
MOT,Mother,will you please stop it (3.) .,,,,
NIC,Nicola  Sister,what else ?,,,,
MOT,Mother,xxx (2.) .,,,,
MOT,Mother,xxx .,,,,
MOT,Mother,xxx .,,,,
Location: Living room,,,,,,
Activities: Other non+play,,,,,,
Situation: Nicola talking to Mother,,,,,,
MOT,Mother,0 .,,,,
NIC,Nicola  Sister,xxx .,,,,
MOT,Mother,oh .,,,,
MOT,Mother,who laid those (1.) ?,,,,
NIC,Nicola  Sister,chickens .,,,,
MOT,Mother,xxx chicken ?,,,,
CHI,Benjamin Target_Child,&-uh .,,,,
MOT,Mother,like Henny_Penny (4.) ?,,,,
MOT,Mother,watch it .,,,,
MOT,Mother,(be)cause Foxy_Boxy's around .,,%com: means that Benjamin might destroy Nicola's game,,
MOT,Mother,Fox(y)_Woxy .,,,,
MOT,Mother,hello Foxy_Woxy .,,,,
CHI,Benjamin Target_Child,Mum .,,,,
CHI,Benjamin Target_Child,could you tell me about +...,,,,
CHI,Benjamin Target_Child,have you got a color book like that (4.) ?,,,,
MOT,Mother,don't think so .,,,,
MOT,Mother,I'll tell it to you tonight when you go to bed .,,,,
NIC,Nicola  Sister,have you got a book like ours (2.) ?,,,,
MOT,Mother,like our book ?,,,,
MOT,Mother,like your new one ?,,,,
NIC,Nicola  Sister,yes .,,,,
MOT,Mother,I used to have when I was a little girl .,,,,
NIC,Nicola  Sister,where is it ?,,,,
MOT,Mother,oh I don't know .,,,,
MOT,Mother,I xxx .,,%com: m continues talking about book,,
MOT,Mother,xxx leave it with Aunty Ann xxx she had when she was a little girl .,,,,
MOT,Mother,xxx still got it .,,,,
CHI,Benjamin Target_Child,can we go another day (2.) ?,,,,
MOT,Mother,grandma's going to get all her photographs out next time we go (3.) .,,,,
MOT,Mother,show you your Mummy when I was a little girl .,,,,
MOT,Mother,and Grandma when she was a little girl .,,,,
Location: Living room,,,,,,
Activities: Talk as the main activity,,,,,,
MOT,Mother,Benjamin .,,,,
CHI,Benjamin Target_Child,0 .,,,,
MOT,Mother,you're hurting me .,,,,
NIC,Nicola  Sister,xxx .,,,,
CHI,Benjamin Target_Child,let's fight the dragons xxx .,,"%com: saying poem from ""Now we are six""",,
CHI,Benjamin Target_Child,said Pooh .,,,,
CHI,Benjamin Target_Child,said he .,,,,
NIC,Nicola  Sister,Pooh said he .,,,,
CHI,Benjamin Target_Child,<let's> [/] let's .,,,,
MOT,Mother,let's hunt the dragons I said to Pooh (3.) .,,,,
CHI,Benjamin Target_Child,do that again .,,,,
MOT,Mother,yes let's said Pooh to me .,,%com: quoting from poem,,
CHI,Benjamin Target_Child,let's said Pooh to me (2.) .,,,,
CHI,Benjamin Target_Child,and what else xxx ?,,,,
NIC,Nicola  Sister,xxx .,,,,
NIC,Nicola  Sister,silly old dragon .,,,,
NIC,Nicola  Sister,you silly old dragon .,,,,
MOT,Mother,xxx dragon on the back .,,,,
MOT,Mother,xxx (2.) .,,,,
MOT,Mother,Christopher Robin didn't mind .,,,,
MOT,Mother,thought he was being terribly brave .,,%com: mother and Nicola talk about dragons,,
NIC,Nicola  Sister,they were ducks .,,,,
MOT,Mother,dragons don't have beaks do they ?,,,,
NIC,Nicola  Sister,no .,,,,
NIC,Nicola  Sister,they don't .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
NIC,Nicola  Sister,xxx dragons whee(l) (4.) .,,,,
CHI,Benjamin Target_Child,xxx .,,,,
NIC,Nicola  Sister,some dragons have wings .,,,,
MOT,Mother,not beaks xxx .,,%com: still talking about dragons,,
CHI,Benjamin Target_Child,some do don't +...,,,,
MOT,Mother,xxx by a pond .,,,,
