NAME,ROME,UTTERANCE,DIRECTED,COMMENT,,
CHI,Sheila Target_Child,oh .,,,,
CHI,Sheila Target_Child,ow .,,,,
CHI,Sheila Target_Child,ow .,,,,
MOT,Mother,Sheila what's the matter with you ?,,,,
CHI,Sheila Target_Child,wee .,,,,
CHI,Sheila Target_Child,wee .,,,,
CHI,Sheila Target_Child,wee .,,,,
End,,,,,,
"Participants: CHI Sheila Target_Child, MOT Mother, LOR Lorna Sister, JAN Jane Child, DEA Dean Child, NEI Adult ",,,,,,
Location: Kitchen,,,,,,
Situation: M talking to J,,,,,,
CHI,Sheila Target_Child,come Blues .,,,,
CHI,Sheila Target_Child,xxx cat .,,,,
CHI,Sheila Target_Child,o:h .,,%com: cat had killed a bird and brought it indoors,,
CHI,Sheila Target_Child,oh (4.) .,,,,
CHI,Sheila Target_Child,wee wee .,,,,
CHI,Sheila Target_Child,xxx .,,,,
CHI,Sheila Target_Child,xxx .,,,,
CHI,Sheila Target_Child,o:h .,,,,
MOT,Mother,all right ?,,,,
CHI,Sheila Target_Child,look .,,%com: m continues talkng to J,,
CHI,Sheila Target_Child,&mm .,,,,
CHI,Sheila Target_Child,&mm .,,,,
CHI,Sheila Target_Child,&mm .,,,,
JAN,Adult,orange one ?,,,,
CHI,Sheila Target_Child,&a:h (29.) .,,,,
Activities: Free play alone,,,,,,
CHI,Sheila Target_Child,Mum (49.) .,,%com: m is talking to her friend Jane in the kitchen Playing with bike Running,,
CHI,Sheila Target_Child,my brm@o (4.).,,,,
Location: Garden,,,,,,
Comment: laughs,,,,,,
CHI,Sheila Target_Child,blues (2.) .,,,,
CHI,Sheila Target_Child,blues (12.) .,,,,
Location: Garden,,,,,,
CHI,Sheila Target_Child,out way [= ? out_of the way] .,,%com: s is sitting on all,,
CHI,Sheila Target_Child,down there (40.) .,,%com: m and J chat,,
CHI,Sheila Target_Child,oh (22.) .,,,,
Location: Garden and Sitting room,,,,,,
CHI,Sheila Target_Child,&mm ?,,,,
CHI,Sheila Target_Child,&mm (3.) .,,%com: talking to S,,
CHI,Sheila Target_Child,Mum .,,%com: s wants M to carry her in doors,,
CHI,Sheila Target_Child,my yoyo .,,,,
MOT,Mother,now our Mummy got_to hang some washing on the line in the garden and +...,,,,
MOT,Mother,I have_to vacuum the carpet .,,,,
CHI,Sheila Target_Child,&mm (9.) .,,%com: starts dusting,,
CHI,Sheila Target_Child,&mm .,,,,
MOT,Mother,go a bit careful mind won't you ? ?,,,,
Location: Garden,,,,,,
Situation: Playing with boat in paddling pool,,,,,,
Comment: Chats to herself while playing,,,,,,
CHI,Sheila Target_Child,hello meow .,,,,
CHI,Sheila Target_Child,hello you .,,,,
CHI,Sheila Target_Child,hello meow .,,,,
CHI,Sheila Target_Child,good girl you (15.) .,,,,
CHI,Sheila Target_Child,oh (20.) .,,,,
Activities: Non+specific,,,,,,
Comment: S just come in from garden,,,,,,
CHI,Sheila Target_Child,ah more .,,,,
CHI,Sheila Target_Child,me ah more .,,,,
CHI,Sheila Target_Child,Mum .,,,,
CHI,Sheila Target_Child,xxx .,,,,
MOT,Mother,go in the toilet and wash your hands please .,,,,
MOT,Mother,there's a good girl (7.) .,,,,
CHI,Sheila Target_Child,xxx (5.) .,,%com: m's reply inaudible,,
CHI,Sheila Target_Child,Mummie (4.) .,,,,
CHI,Sheila Target_Child,where's Mummy gone (2.) ?,,%com: s has drink,,
CHI,Sheila Target_Child,oh (20.) .,,,,
MOT,Mother,mind .,,,,
MOT,Mother,mind the wire (9.) .,,,,
Location: Garden and kitchen,,,,,,
LOR,Lorna Sister,if I let you see that Co_op thing will you let me have it ?,,,,
CHI,Sheila Target_Child,&mm (3.) .,,,,
CHI,Sheila Target_Child,&mm .,,%com: l takes streamer back,,
LOR,Lorna Sister,it's not in there .,,,,
CHI,Sheila Target_Child,give me ball .,,,,
CHI,Sheila Target_Child,give .,,,,
CHI,Sheila Target_Child,give .,,,,
LOR,Lorna Sister,oh got xxx (3.) .,,%com: s and L come in doors,,
CHI,Sheila Target_Child,dee^dee^dee@si.,,,,
LOR,Lorna Sister,what've we got for dinner ?,,,,
MOT,Mother,fish fingers scallops beans and a little bit of lettuce .,,,,
CHI,Sheila Target_Child,xxx xxx .,,,,
LOR,Lorna Sister,I don't want you to sit by me anyway .,,,,
LOR,Lorna Sister,xxx .,,,,
Location: Garden,,,,,,
CHI,Sheila Target_Child,see me gag [= streamer] .,,,,
CHI,Sheila Target_Child,Mummie .,,,,
CHI,Sheila Target_Child,gag .,,,,
CHI,Sheila Target_Child,xxx .,,,,
CHI,Sheila Target_Child,xxx .,,,,
CHI,Sheila Target_Child,ow ow .,,,,
LOR,Lorna Sister,bzz .,,,,
LOR,Lorna Sister,there's a wasp a bee behind you sting you .,,,,
LOR,Lorna Sister,go on bee +...,,,,
CHI,Sheila Target_Child,ss@o.,,,,
LOR,Lorna Sister,nervous ?,,,,
LOR,Lorna Sister,move please (5.) .,,,,
Activities: Toilet,,,,,,
CHI,Sheila Target_Child,mumm@o.,,%com: imitating car Probably referring to M's car,,
MOT,Mother,who want to go to the toilet ?,,%com: talking to S,,
MOT,Mother,well you can't go on the way up or else you'll wet in the car .,,,,
LOR,Lorna Sister,Mummie I can go by myself .,,,,
MOT,Mother,no you're not old enough .,,%com: m talks to L,,
MOT,Mother,and there's that main road .,,%com: imitating car,,
MOT,Mother,wait until you're seven .,,,,
LOR,Lorna Sister,xxx .,,,,
CHI,Sheila Target_Child,Mama .,,,,
MOT,Mother,alright .,,,,
CHI,Sheila Target_Child,I been there .,,,,
MOT,Mother,go wee Sheila .,,,,
MOT,Mother,yeah I can see that xxx .,,,,
CHI,Sheila Target_Child,no more wee .,,%com: s had been promised a scooter for her birthday,,
LOR,Lorna Sister,going down Sandy Park to see about your scooter ?,,,,
CHI,Sheila Target_Child,no .,,,,
MOT,Mother,Lorna don't put your hands over everything .,,,,
LOR,Lorna Sister,d(o) you want a scooter for your birthday ?,,,,
LOR,Lorna Sister,you do really .,,,,
LOR,Lorna Sister,don't you want a scooter to scoot on ?,,,,
MOT,Mother,come on .,,,,
MOT,Mother,go wee wee .,,%com: l talking to S,,
LOR,Lorna Sister,no .,,,,
LOR,Lorna Sister,I'm sure .,,,,
CHI,Sheila Target_Child,no .,,,,
MOT,Mother,come on you girls .,,,,
LOR,Lorna Sister,you said you wanted one xxx didn't you ?,,,,
CHI,Sheila Target_Child,no (5.) .,,,,
Activities: Free play alone,,,,,,
CHI,Sheila Target_Child,wow (26.) .,,,,
CHI,Sheila Target_Child,wow (20.) .,,,,
CHI,Sheila Target_Child,hello wow .,,,,
CHI,Sheila Target_Child,hello .,,,,
CHI,Sheila Target_Child,hello wow .,,,,
Activities: Free play with other children,,,,,,
JAN,Adult,don't break it will you ?,,,,
CHI,Sheila Target_Child,no .,,,,
CHI,Sheila Target_Child,&mm (16.) .,,,,
CHI,Sheila Target_Child,xxx .,,,,
CHI,Sheila Target_Child,xxx xxx (6.) .,,,,
CHI,Sheila Target_Child,Lorn (3.) .,,,,
CHI,Sheila Target_Child,me .,,%com: dean = neighbor's son,,
CHI,Sheila Target_Child,hello .,,%com: tiny = dog,,
NEI: d(o) you have a xxx Jane (6.) ?,,,,,,
CHI,Sheila Target_Child,wow .,,,,
NEI: oh yes .,,,,,,
NEI: that's xxx doggy isn't it ?,,,,,,
CHI,Sheila Target_Child,wow wow wow wow .,,%com: probably referring to breed of dog,,
CHI,Sheila Target_Child,hello wow .,,,,
CHI,Sheila Target_Child,hello Dean .,,,,
CHI,Sheila Target_Child,hello .,,,,
Activities: Free play with other child,,,,,,
CHI,Sheila Target_Child,wow wow gone .,,,,
CHI,Sheila Target_Child,&mm .,,,,
CHI,Sheila Target_Child,&mm (2.) .,,,,
DEA: where did you get the cat ?,%com: no response,,,,,
DEA: look here .,,,,,,
CHI,Sheila Target_Child,no (2.) .,,,,
CHI,Sheila Target_Child,look there .,,,,
CHI,Sheila Target_Child,look there .,,,,
DEA: that's mine .,,,,,,
CHI,Sheila Target_Child,&mm (4.) .,,,,
CHI,Sheila Target_Child,xxx .,,,,
CHI,Sheila Target_Child,oh (2.) .,,,,
DEA: over here (9.) .,,,,,,
DEA: that's big isn't it ?,,,,,,
DEA: that's big .,,,,,,
DEA: that's big isn't it ?,,,,,,
CHI,Sheila Target_Child,me me .,,,,
CHI,Sheila Target_Child,me me .,,,,
CHI,Sheila Target_Child,me !,,,,
CHI,Sheila Target_Child,dean me .,,,,
Activities: Snack,,,,,,
MOT,Mother,take that out_of the bag (be)cause they're +...,,%com: m gets a bib,,
MOT,Mother,xxx .,,%com: ice lolly dripped,,
CHI,Sheila Target_Child,&mm .,,,,
MOT,Mother,there we are .,,,,
MOT,Mother,sandwiches good ?,,%com: sucks iced lolly,,
Activities: Talk as the main activity,,,,,,
Comment: S comes in from the garden,,,,,,
CHI,Sheila Target_Child,down a me Mummy [= down for me] .,,,,
CHI,Sheila Target_Child,down me .,,,,
MOT,Mother,what ?,,,,
CHI,Sheila Target_Child,Mummie .,,,,
MOT,Mother,what do you want my love ?,,,,
MOT,Mother,oh you don't want him do you ?,,,,
MOT,Mother,oh no .,,%com: pretty used as noun,,
MOT,Mother,well don't break it mind .,,,,
CHI,Sheila Target_Child,no .,,,,
CHI,Sheila Target_Child,xxx .,,,,
CHI,Sheila Target_Child,&mm .,,,,
CHI,Sheila Target_Child,no Mummy .,,%com: picture of two little girls on card,,
CHI,Sheila Target_Child,me girl Mummy .,,,,
CHI,Sheila Target_Child,see .,,,,
CHI,Sheila Target_Child,xxx me Lorn .,,,,
MOT,Mother,that's your angel .,,,,
MOT,Mother,it's from the church .,,,,
MOT,Mother,on your birthday they sent you a card .,,,,
Activities: Free play alone,,,,,,
Comment: S looking at picture card,,,,,,
CHI,Sheila Target_Child,Lor .,,,,
CHI,Sheila Target_Child,the girl .,,,,
CHI,Sheila Target_Child,me the girl .,,,,
CHI,Sheila Target_Child,the girl and the girl Lor .,,,,
CHI,Sheila Target_Child,Lorn [!] (2.) .,,,,
CHI,Sheila Target_Child,Lor Lor Lor .,,,,
CHI,Sheila Target_Child,Lor [!] Lor !,,,,
Location: Kitchen,,,,,,
MOT,Mother,don't do that .,,,,
MOT,Mother,now stop it .,,,,
MOT,Mother,now you stop it (5.) .,,,,
CHI,Sheila Target_Child,Mummie .,,,,
CHI,Sheila Target_Child,Mummie .,,,,
CHI,Sheila Target_Child,Lor .,,%com: m calling L for tea L's reply from outside not audible,,
MOT,Mother,xxx .,,,,
Location: Garden,,,,,,
CHI,Sheila Target_Child,mama Mama .,,,,
CHI,Sheila Target_Child,me Dad boo .,,,,
CHI,Sheila Target_Child,Mama &b .,,,,
CHI,Sheila Target_Child,ah Ma .,,,,
CHI,Sheila Target_Child,hello me .,,,,
CHI,Sheila Target_Child,oh Lor me .,,,,
CHI,Sheila Target_Child,Lor .,,,,
CHI,Sheila Target_Child,too (35.) .,,,,
CHI,Sheila Target_Child,Lorn .,,,,
Activities: Free play,,,,,,
Comment: <aft> laughs <aft> laughs,,,,,,
CHI,Sheila Target_Child,me xxx me (1.) .,,,,
CHI,Sheila Target_Child,oh (2.) .,,,,
CHI,Sheila Target_Child,cat (2.) .,,,,
CHI,Sheila Target_Child,pussy (1.) .,,,,
CHI,Sheila Target_Child,cat .,,,,
CHI,Sheila Target_Child,now (1.) .,,,,
CHI,Sheila Target_Child,cat (1.) .,,,,
CHI,Sheila Target_Child,oh (1.) .,,,,
CHI,Sheila Target_Child,help me (3.) .,,,,
CHI,Sheila Target_Child,Mummie me yoyo caught on (2.) .,,,,
CHI,Sheila Target_Child,xxx cat xxx (1.) .,,,,
CHI,Sheila Target_Child,cat (1.) .,,,,
CHI,Sheila Target_Child,paw (1.) .,,,,
CHI,Sheila Target_Child,paw (1.) .,,,,
CHI,Sheila Target_Child,me (1.) .,,,,
CHI,Sheila Target_Child,&wuh (2.) .,,,,
Location: Dining room,,,,,,
CHI,Sheila Target_Child,Mummie where's Lorn (3.) ?,,,,
CHI,Sheila Target_Child,xxx [>] .,,,,
CHI,Sheila Target_Child,&-uh (1.) ?,,,,
CHI,Sheila Target_Child,oh out tor [: toilet] .,,,,
Location: Sitting room,,,,,,
CHI,Sheila Target_Child,Mummie look at Bluey .,,,,
MOT,Mother,all right xxx .,,,,
CHI,Sheila Target_Child,look at my bad knee .,,,,
MOT,Mother,just lift him very carefully then .,,,,
MOT,Mother,be very careful .,,,,
CHI,Sheila Target_Child,xxx (2.) .,,,,
CHI,Sheila Target_Child,boomp@o. (2.).,,,,
CHI,Sheila Target_Child,boomp@o. boomp@o boomp@o (2.).,,,,
CHI,Sheila Target_Child,oh Lorn look (2.) .,,,,
LOR,Lorna Sister,it is me (3.) .,,,,
LOR,Lorna Sister,it is [!] me .,,,,
MOT,Mother,that's telling you she keep +...,,,,
MOT,Mother,don't take it off her because it's your it's a photo of you (3.) .,,,,
CHI,Sheila Target_Child,me <Lorn's> [<] [>] .,,,,
CHI,Sheila Target_Child,no .,,,,
MOT,Mother,she's been telling me it's you_all day .,,,,
MOT,Mother,I said yes@q (3.).,,,,
Activities: Free play with Lorna,,,,,,
Comment: <aft> tearfully ..,,,,,,
CHI,Sheila Target_Child,oh .,,%com: s is chewing photograph,,
CHI,Sheila Target_Child,no .,,,,
MOT,Mother,go on then .,,,,
LOR,Lorna Sister,come on (3.) .,,,,
LOR,Lorna Sister,come on .,,,,
MOT,Mother,come on .,,,,
CHI,Sheila Target_Child,done a wee wee (6.) .,,,,
MOT,Mother,Sheila .,,%com: s on toilet,,
CHI,Sheila Target_Child,xxx me cat .,,,,
CHI,Sheila Target_Child,me cat Mummy .,,,,
End,,,,,,
"Participants: CHI Stella Target_Child, ADR Adrian Sibling, MOT Mother, UNK Unidentified ",,,,,,
Comment: Nil,,,,,,
Location: Kitchen then lounge,,,,,,
Situation: Kitchen chair scraping,,,,,,
MOT,Mother,xxx [<] xxx back seat .,,,,
CHI,Stella Target_Child,mess .,,,,
CHI,Stella Target_Child,in there (8.) .,,,,
CHI,Stella Target_Child,&hell hello xxx (14.) .,,,,
MOT,Mother,hello (2.) .,,,,
CHI,Stella Target_Child,hello .,,,,
MOT,Mother,don't bang the door darling .,,,,
CHI,Stella Target_Child,hello .,,,,
CHI,Stella Target_Child,hello hello .,,,,
CHI,Stella Target_Child,mess (6.) .,,%com: s talking in distance,,
Location: Bathroom,,,,,,
ADR,Adrian Sibling,xxx .,,,,
ADR,Adrian Sibling,look .,,%com: a shows S the lego fire engine he's made,,
CHI,Stella Target_Child,jumpin(g) in my bed+room .,,,,
CHI,Stella Target_Child,I had to go on (7.) .,,,,
ADR,Adrian Sibling,what ?,,,,
ADR,Adrian Sibling,it's mine .,,%com: toothbrush or towel,,
CHI,Stella Target_Child,oh xxx .,,%com: much laughter,,
ADR,Adrian Sibling,xxx [<] [>] penny .,,,,
ADR,Adrian Sibling,watch the xxx [<] .,,,,
ADR,Adrian Sibling,I want to xxx [!] .,,,,
Location: Kitchen then hall,,,,,,
MOT,Mother,what is it ?,,,,
MOT,Mother,mummie's dustpan ?,,,,
CHI,Stella Target_Child,no no .,,,,
ADR,Adrian Sibling,xxx .,,,,
ADR,Adrian Sibling,hey look .,,%com: s goes to join his game of throwing things down the hall,,
CHI,Stella Target_Child,yeh .,,,,
UNK,Unidentified,Adrian's teddy ?,,,,
UNK,Unidentified,Stella's teddy ?,,,,
ADR,Adrian Sibling,xxx (3.) .,,,,
CHI,Stella Target_Child,thank_you .,,,,
CHI,Stella Target_Child,well go on .,,,,
CHI,Stella Target_Child,ah ah Teddy (4.) .,,%com: s blowing nose ? S goes to look in tape box no response A and M talking,,
MOT,Mother,no darling .,,,,
CHI,Stella Target_Child,is that a man's ?,,,,
MOT,Mother,that is the man's .,,,,
Location: Lounge,,,,,,
MOT,Mother,xxx .,,,,
MOT,Mother,in a few minutes it'll be Playschool .,,,,
CHI,Stella Target_Child,(y)ou go on .,,,,
ADR,Adrian Sibling,xxx .,,,,
ADR,Adrian Sibling,don't hit (4.) .,,,,
CHI,Stella Target_Child,sit here (9.) .,,%com: a and M in background S giggles as TV talked,,
CHI,Stella Target_Child,look [>] .,,,,
ADR,Adrian Sibling,0 [<] (12.) .,,%com: s and A fooling around,,
ADR,Adrian Sibling,oh oh .,,,,
Activities: nonplay and talk,,,,,,
Comment: A is left+handed and M is trying to teach him to practice letters as he is not very good,,,,,,
MOT,Mother,I want to see some of yours (2.) .,,,,
UNK,Unidentified,no .,,,,
ADR,Adrian Sibling,<I'm writing my diary > [<] (2.) .,,,,
CHI,Stella Target_Child,this is the dially phone (1.) .,,,,
ADR,Adrian Sibling,xxx .,,,,
CHI,Stella Target_Child,he call the Lidward (1.) .,,,,
CHI,Stella Target_Child,now think .,,,,
CHI,Stella Target_Child,a diamond .,,,,
ADR,Adrian Sibling,there (2.) ?,,,,
ADR,Adrian Sibling,dumb dummy (2.) .,,,,
ADR,Adrian Sibling,what have got (4.) .,,,,
ADR,Adrian Sibling,they got them (2.) .,,,,
CHI,Stella Target_Child,carefully (2.) .,,,,
CHI,Stella Target_Child,xxx .,,,,
Location: Lounge,,,,,,
CHI,Stella Target_Child,damn .,,,,
CHI,Stella Target_Child,eleven forty two .,,%com: amused,,
CHI,Stella Target_Child,eleven forty two .,,,,
CHI,Stella Target_Child,eleventy@wp (5.) .,,,,
CHI,Stella Target_Child,that's yours .,,,,
CHI,Stella Target_Child,that's yours (7.) .,,,,
CHI,Stella Target_Child,in ninety forty two (5.) .,,%com: s's obsession with numbers may come from hearing cricket score earlier,,
CHI,Stella Target_Child,go on (19.) .,,,,
Location: Lounge,,,,,,
CHI,Stella Target_Child,this baby has wet the sky .,,%com: s is trying to sing one of A's Playgroup songs,,
Activities: Talk,,,,,,
Comment: S going up for rest,,,,,,
CHI,Stella Target_Child,xxx (4.) .,,,,
MOT,Mother,come along (4.) .,,%com: firmly,,
MOT,Mother,xxx first (25.) xxx (28.) .,,,,
CHI,Stella Target_Child,I'm coming (35.) .,,,,
Activities: Asleep,,,,,,
Activities: Asleep,,,,,,
Activities: Lunch,,,,,,
Comment: A telling tales to M,,,,,,
MOT,Mother,mummie have your cup now .,,,,
MOT,Mother,now you've had a drink .,,,,
MOT,Mother,and you shall have another [>] .,,,,
CHI,Stella Target_Child,<I want> [<] a drink .,,,,
MOT,Mother,and then let Mummy have your cup (2.) .,,,,
CHI,Stella Target_Child,I want another drink (1.) .,,,,
MOT,Mother,and then let Mummy have your cup .,,%com: s drinks,,
MOT,Mother,that's right .,,,,
MOT,Mother,now you eat your dinner nicely (2.) .,,,,
ADR,Adrian Sibling,xxx mine is delicious xxx (2.) .,,,,
CHI,Stella Target_Child,I'm giving him a bit .,,,,
MOT,Mother,that's it (1.) .,,%com: correcting himself,,
ADR,Adrian Sibling,why does Stella (h)ave +...,,,,
MOT,Mother,well because she's +...,,,,
MOT,Mother,well because she's only a baby really .,,,,
MOT,Mother,she can't eat like you can can she (8.) ?,,,,
Activities: Talk,,,,,,
Comment: M asks A if S has finished her lunch yet,,,,,,
Comment: on the floor,,,,,,
ADR,Adrian Sibling,no .,,,,
ADR,Adrian Sibling,so there .,,,,
MOT,Mother,what's that .,,%com: m begins force feeding,,
MOT,Mother,you put the next spoonful in (6.) .,,,,
CHI,Stella Target_Child,they breaked (3.) .,,,,
CHI,Stella Target_Child,she has .,,,,
MOT,Mother,yes .,,,,
MOT,Mother,you can put that book in the magazine rack .,,,,
MOT,Mother,go on .,,,,
MOT,Mother,now pick it all up please .,,,,
ADR,Adrian Sibling,you'd better pick +...,,,,
MOT,Mother,you can do it gradually .,,,,
ADR,Adrian Sibling,she doesn't <xxx books xxx > [>] .,,,,
CHI,Stella Target_Child,xxx [<] .,,,,
CHI,Stella Target_Child,la la (18.) .,,,,
CHI,Stella Target_Child,more .,,,,
CHI,Stella Target_Child,more .,,,,
CHI,Stella Target_Child,more .,,,,
Activities: Talk,,,,,,
CHI,Stella Target_Child,I do .,,,,
CHI,Stella Target_Child,no (3.) .,,%com: a wants S to come out too Baby next door can be heard crying,,
MOT,Mother,well then <take your boots> [>] off and come in [>] .,,%com: a is waving through glass,,
CHI,Stella Target_Child,I want to go out .,,,,
CHI,Stella Target_Child,Mummie .,,,,
CHI,Stella Target_Child,hello (3.) .,,,,
ADR,Adrian Sibling,Mummie .,,,,
ADR,Adrian Sibling,xxx [>] .,,,,
CHI,Stella Target_Child,I want to go out (1.) .,,,,
CHI,Stella Target_Child,xxx .,,,,
CHI,Stella Target_Child,shall I hold it up ?,,,,
CHI,Stella Target_Child,shall xxx (11.) .,,,,
MOT,Mother,and that one thank_you darling .,,,,
Location: Lounge,,,,,,
ADR,Adrian Sibling,and this ?,,,,
CHI,Stella Target_Child,no .,,,,
ADR,Adrian Sibling,oh [>] .,,,,
ADR,Adrian Sibling,let's clear up xxx all .,,,,
CHI,Stella Target_Child,xxx [>] for lego .,,,,
CHI,Stella Target_Child,I'm putting them in the box (3.) .,,,,
CHI,Stella Target_Child,is there much more lego (2.) ?,,,,
CHI,Stella Target_Child,this is my lego .,,,,
CHI,Stella Target_Child,ain't it ?,,,,
CHI,Stella Target_Child,oh .,,,,
CHI,Stella Target_Child,don't take them away .,,,,
ADR,Adrian Sibling,xxx (2.) .,,,,
CHI,Stella Target_Child,it's alright .,,,,
ADR,Adrian Sibling,why (1.) ?,,,,
CHI,Stella Target_Child,you can put it in the box (2.) . .,,,,
Activities: Mainly talking,,,,,,
Comment: M finds a hidden Easter egg in drawer,,,,,,
CHI,Stella Target_Child,I want one .,,,,
MOT,Mother,and let me get Stella's clothes ready <for tomorrow> [>] .,,,,
ADR,Adrian Sibling,come on (13.) .,,,,
CHI,Stella Target_Child,I want chocolate too .,,,,
MOT,Mother,go and sit on your pottie .,,,,
MOT,Mother,and I'll give you some (3.) .,,,,
CHI,Stella Target_Child,duster's in here (1.) .,,,,
MOT,Mother,and I'm going to bring it downstairs (4.) .,,,,
MOT,Mother,I'm going to +...,,,,
CHI,Stella Target_Child,these all him is .,,,,
MOT,Mother,yes it is yours .,,,,
CHI,Stella Target_Child,for tomorrow ?,,,,
CHI,Stella Target_Child,I want liccle [: little] [] chocolate (1.) .,,,,
CHI,Stella Target_Child,those are mine .,,,,
CHI,Stella Target_Child,curtains .,,,,
CHI,Stella Target_Child,for me .,,,,
CHI,Stella Target_Child,don't it (2.) ?,,,,
CHI,Stella Target_Child,right .,,,,
MOT,Mother,yes well do leave them alone .,,,,
CHI,Stella Target_Child,I want chocolate .,,,,
MOT,Mother,go downstairs and I'll give you some .,,,,
CHI,Stella Target_Child,come on .,,,,
Location: Lounge,,,,,,
MOT,Mother,sit on your pottie .,,,,
MOT,Mother,<come on> [>] .,,%com: s had taken a jug up to the bath+room and drunk from it,,
MOT,Mother,where've you had a little drinkie ?,,,,
CHI,Stella Target_Child,<and I [!] > [>] +...,,%com: no response,,
CHI,Stella Target_Child,I want to watch (1.) television first (3.) .,,%com: tv is on Not language Watching TV,,
CHI,Stella Target_Child,rolly_polly .,,,,
CHI,Stella Target_Child,rolly ball .,,,,
CHI,Stella Target_Child,rolly .,,,,
CHI,Stella Target_Child,foot .,,,,
Location: Kitchen,,,,,,
CHI,Stella Target_Child,rubbish .,,,,
CHI,Stella Target_Child,two more babies xxx .,,,,
CHI,Stella Target_Child,we get the teacup .,,,,
CHI,Stella Target_Child,ships words (10.) .,,,,
CHI,Stella Target_Child,you're a naughty naughty baby .,,,,
CHI,Stella Target_Child,oh I know I know I know (18.) .,,,,
CHI,Stella Target_Child,shh look (2.) .,,,,
CHI,Stella Target_Child,there .,,%com: runs to find A,,
Activities: Talking,,,,,,
CHI,Stella Target_Child,it's got a coat on (1:14.) .,,,,
UNK,Unidentified,what are you doing ?,,%com: something drops on the floor,,
UNK,Unidentified,what are you doing ?,,,,
UNK,Unidentified,that's your toy ?,,,,
UNK,Unidentified,will I play ?,,%com: s has got out her posting bits back,,
CHI,Stella Target_Child,yeh [<] .,,,,
UNK,Unidentified,show me then .,,,,
End,,,,,,
"Participants: CHI Stella Target_Child, ADR Adrian Sibling, MOT Mother, FAT Father, UNK Unidentified ",,,,,,
Comment: Parents think Stella is missing her brother Adrian who has just started school. Therefore TV is on rather more than usual ,,,,,,
Activities: Non+specific,,,,,,
Situation: S rocking against cupboards in the kitchen,,,,,,
CHI,Stella Target_Child,will you water that's a tick+tock .,,,,
CHI,Stella Target_Child,&tha that was a tick+tock with a face like this .,,,,
CHI,Stella Target_Child,yes .,,,,
CHI,Stella Target_Child,yes (6.) .,,,,
CHI,Stella Target_Child,xxx .,,,,
CHI,Stella Target_Child,xxx (12.) .,,,,
CHI,Stella Target_Child,want a book .,,,,
CHI,Stella Target_Child,<I want that one> [>] .,,,,
MOT,Mother,go and fetch it .,,,,
CHI,Stella Target_Child,you .,,,,
Activities: Watching TV,,,,,,
Location: Kitchen,,,,,,
Situation: TV is on in background,,,,,,
MOT,Mother,leave that alone .,,,,
MOT,Mother,a <bell > [>] .,,,,
CHI,Stella Target_Child,can you Mummy ?,,,,
CHI,Stella Target_Child,I can .,,,,
MOT,Mother,I want to get up on here please ?,,,,
CHI,Stella Target_Child,I'm having a duster (2.) .,,,,
CHI,Stella Target_Child,I want a duster .,,,,
CHI,Stella Target_Child,oh yes (1.) want that one (6.) .,,%com: tv is on in background,,
Activities: Watching TV,,,,,,
Location: Lounge,,,,,,
Situation: No speech,,,,,,
Activities: Watching TV,,,,,,
CHI,Stella Target_Child,a lady and a man .,,,,
CHI,Stella Target_Child,a lady and his wuther [: brother] [,,,,
] .,,,,,,
CHI,Stella Target_Child,lady's got a hat on .,,,,
Location: Lounge,,,,,,
CHI,Stella Target_Child,that was good (1:10.) .,,,,
CHI,Stella Target_Child,banana splits .,,,,
CHI,Stella Target_Child,has come on (2.) .,,,,
CHI,Stella Target_Child,banana splits (12.) .,,,,
CHI,Stella Target_Child,do that +...,,%com: s is talking about her piggy bank,,
CHI,Stella Target_Child,<play+school > [<] .,,,,
CHI,Stella Target_Child,here ?,,,,
MOT,Mother,what is that ?,,,,
MOT,Mother,yes .,,,,
MOT,Mother,what is that ?,,,,
CHI,Stella Target_Child,money .,,,,
MOT,Mother,is it a piggy ?,,,,
MOT,Mother,piggy+bank (16.) .,,,,
CHI,Stella Target_Child,what is Paul doing ?,,,,
MOT,Mother,I don't know darling .,,,,
MOT,Mother,going away are they ?,,,,
MOT,Mother,yes .,,,,
MOT,Mother,baby's going away ?,,,,
MOT,Mother,yes ?,,,,
CHI,Stella Target_Child,they've gone away .,,,,
CHI,Stella Target_Child,yes .,,,,
CHI,Stella Target_Child,they're gone away (4.) .,,,,
MOT,Mother,no (3.) .,,,,
MOT,Mother,well they went by car so they didn't need an umbrella .,,,,
Activities: Watching TV,,,,,,
CHI,Stella Target_Child,she's putting another one (5.) .,,,,
CHI,Stella Target_Child,there she goes (1:16.) .,,,,
Activities: Watching TV,,,,,,
Location: Lounge,,,,,,
Situation: S asleep in front of TV,,,,,,
Activities: Non+specific,,,,,,
MOT,Mother,Stella (3.) .,,,,
MOT,Mother,&pu puss .,,,,
MOT,Mother,d(o) you want some dinner (4.) ?,,,,
MOT,Mother,there there Pussy (45.) .,,,,
Location: Kitchen,,,,,,
MOT,Mother,sit down .,,,,
MOT,Mother,there .,,,,
MOT,Mother,you've got a nice dinner .,,,,
CHI,Stella Target_Child,would you wipe your +...,,,,
CHI,Stella Target_Child,it's dirty .,,,,
CHI,Stella Target_Child,yes .,,,,
CHI,Stella Target_Child,you're making my dinner Mummy .,,,,
MOT,Mother,making your dinner .,,,,
CHI,Stella Target_Child,got beans Mummy ?,,,,
MOT,Mother,so have you (3.) .,,,,
CHI,Stella Target_Child,I should have .,,,,
MOT,Mother,&mm .,,,,
